UserID;Gender;Age;Occupation;Zip-code
768;M;25-34;programmer;17067
1610;M;25-34;lawyer;55555
522;M;25-34;programmer;55124
4780;M;25-34;programmer;94114
732;M;25-34;executive/managerial;7030
2182;F;25-34;college/grad student;60443
5347;M;25-34;doctor/health care;53705
1044;M;25-34;writer;72701
836;M;25-34;lawyer;10023
617;F;25-34;executive/managerial;92117
3626;M;25-34;technician/engineer;75075
644;M;25-34;writer;93704
2472;M;25-34;tradesman/craftsman;37922
1543;M;25-34;lawyer;10549
5237;M;25-34;executive/managerial;55441
5934;M;25-34;sales/marketing;77075
4182;M;25-34;tradesman/craftsman;80903
2897;M;25-34;customer service;97405
5775;M;25-34;lawyer;10024
2843;F;25-34;college/grad student;78705
3302;M;25-34;technician/engineer;74074
3475;M;25-34;sales/marketing;33133
1231;M;25-34;programmer;60515
2696;M;25-34;executive/managerial;24210
2680;M;25-34;programmer;1864
3550;M;25-34;customer service;55447
4343;M;25-34;programmer;75007
4481;M;25-34;tradesman/craftsman;26104
2096;F;25-34;technician/engineer;33990
5046;M;25-34;self-employed;60614
66;M;25-34;tradesman/craftsman;57706
5138;M;25-34;technician/engineer;35205
4982;M;25-34;programmer;63043
120;M;25-34;lawyer;27106
565;M;25-34;self-employed;45242
5738;M;25-34;programmer;55406
3513;M;25-34;self-employed;1890
1251;M;25-34;executive/managerial;48188
1608;M;25-34;lawyer;75230
3828;M;25-34;writer;92101
5096;M;25-34;lawyer;75206
408;M;25-34;lawyer;2143
5903;M;25-34;lawyer;6851
3804;M;25-34;doctor/health care;6511
4618;M;25-34;sales/marketing;97202
3722;M;25-34;tradesman/craftsman;80538
4237;M;25-34;sales/marketing;77450
1165;M;25-34;programmer;45014
1506;M;25-34;executive/managerial;8550
5071;F;25-34;executive/managerial;75093
2803;M;25-34;executive/managerial;94022
4867;M;25-34;self-employed;4101
5323;M;25-34;writer;94122
1752;M;25-34;clerical/admin;96813
1954;M;25-34;self-employed;91402
4062;M;25-34;executive/managerial;60559
3180;M;25-34;sales/marketing;7430
2401;M;25-34;college/grad student;22901
5385;M;25-34;programmer;85226
971;M;25-34;programmer;43615
2629;M;25-34;lawyer;15237
2689;M;25-34;programmer;27511
506;M;25-34;self-employed;55103-1006
3816;F;25-34;clerical/admin;90020
1400;M;25-34;executive/managerial;92130
4716;F;25-34;self-employed;2465
1945;M;25-34;writer;92866
2041;F;25-34;writer;24015
5821;M;25-34;scientist;2139
1416;M;25-34;sales/marketing;98101
435;M;25-34;executive/managerial;55125
4445;M;25-34;clerical/admin;19806
5655;F;25-34;doctor/health care;77054
4671;M;25-34;programmer;94043
3432;M;25-34;programmer;27410
1840;M;25-34;programmer;11217
5732;F;25-34;lawyer;2111
27;M;25-34;lawyer;19130
4406;M;25-34;self-employed;80013
4785;F;25-34;sales/marketing;55104
4452;F;25-34;executive/managerial;78666
204;M;25-34;executive/managerial;92123
406;M;25-34;writer;55105
1087;M;25-34;self-employed;8826
243;M;25-34;self-employed;11576
3161;M;25-34;executive/managerial;55408
4258;M;25-34;technician/engineer;19711
4288;F;25-34;homemaker;46580
2727;M;25-34;lawyer;60603
2922;M;25-34;technician/engineer;52402
4591;M;25-34;scientist;2143
2224;M;25-34;programmer;60025
5965;M;25-34;technician/engineer;77449
4351;M;25-34;programmer;37919
3137;M;25-34;lawyer;11217
151;F;25-34;writer;85013
2674;M;25-34;college/grad student;94110
2321;M;25-34;executive/managerial;30115
3824;M;25-34;technician/engineer;32308
1794;M;25-34;lawyer;20878
1715;M;25-34;self-employed;53406
424;M;25-34;technician/engineer;55112
4706;M;25-34;sales/marketing;68502
2075;F;25-34;college/grad student;13210
5918;M;25-34;programmer;55105
3291;F;25-34;executive/managerial;27516
2599;M;25-34;programmer;53154
3022;M;25-34;technician/engineer;78730
3075;F;25-34;lawyer;6107
4861;M;25-34;college/grad student;4309
2832;M;25-34;technician/engineer;20036
4613;M;25-34;programmer;41042
5694;F;25-34;programmer;90640
2741;M;25-34;sales/marketing;60614
2458;M;25-34;executive/managerial;85040
663;F;25-34;executive/managerial;12345
1597;M;25-34;programmer;10002
566;M;25-34;technician/engineer;92122
1694;M;25-34;programmer;98116
2614;M;25-34;executive/managerial;15205
3808;M;25-34;executive/managerial;60010
3010;M;25-34;programmer;78759
3124;M;25-34;programmer;30337
1950;M;25-34;programmer;49024
5860;F;25-34;college/grad student;91428
1913;M;25-34;technician/engineer;95126
927;F;25-34;writer;91105
4977;M;25-34;college/grad student;92507
2194;M;25-34;technician/engineer;45233
2751;F;25-34;self-employed;28120
5002;M;25-34;technician/engineer;90505
5818;M;25-34;college/grad student;92821
3709;M;25-34;programmer;89502
863;M;25-34;executive/managerial;62522
3491;M;25-34;self-employed;28542
533;M;25-34;programmer;27514
536;M;25-34;writer;1267
5801;M;25-34;self-employed;4103
3761;M;25-34;technician/engineer;27613
9;M;25-34;technician/engineer;61614
4027;F;25-34;executive/managerial;12533
2851;F;25-34;executive/managerial;94107
792;M;25-34;technician/engineer;1002
4283;F;25-34;homemaker;98632
3047;F;25-34;college/grad student;94117
710;M;25-34;writer;85207
1769;M;25-34;technician/engineer;75240
4362;M;25-34;technician/engineer;85016
5276;F;25-34;college/grad student;91740
1482;M;25-34;executive/managerial;94132
4227;M;25-34;unemployed;11414-2520
2017;M;25-34;technician/engineer;35808
1651;M;25-34;programmer;94520
3531;F;25-34;lawyer;55409
4775;M;25-34;technician/engineer;23462
1412;M;25-34;technician/engineer;94089
3368;M;25-34;sales/marketing;55435
853;M;25-34;technician/engineer;55447
3862;M;25-34;technician/engineer;10025
5624;M;25-34;executive/managerial;19380
1544;M;25-34;programmer;63146
2982;M;25-34;college/grad student;54902
2708;M;25-34;executive/managerial;44115
331;M;25-34;executive/managerial;55902
4370;M;25-34;self-employed;7701
3732;M;25-34;technician/engineer;60153
2586;M;25-34;writer;46802
1700;M;25-34;writer;98119
4847;M;25-34;programmer;94131
1656;M;25-34;technician/engineer;94122
1360;M;25-34;writer;14895
5911;F;25-34;technician/engineer;80301
2603;M;25-34;technician/engineer;19126
563;M;25-34;college/grad student;53703
4320;M;25-34;customer service;89114
1620;M;25-34;writer;48009
5710;M;25-34;scientist;90034
232;M;25-34;writer;55408
2752;M;25-34;scientist;77006
1030;M;25-34;executive/managerial;97303
4340;F;25-34;technician/engineer;76021
554;M;25-34;programmer;94086
2196;M;25-34;programmer;45140
2844;M;25-34;writer;87103
1385;F;25-34;customer service;90262
1503;M;25-34;programmer;92688
5335;M;25-34;sales/marketing;75093
2861;M;25-34;scientist;6510
4970;F;25-34;programmer;94526
3832;F;25-34;executive/managerial;43214
726;F;25-34;homemaker;77449
3113;M;25-34;K-12 student;55414
2030;M;25-34;college/grad student;77345
4650;M;25-34;executive/managerial;30041
1699;F;25-34;unemployed;98102
3921;M;25-34;sales/marketing;95820
4460;M;25-34;sales/marketing;70005
5275;M;25-34;technician/engineer;60611
1886;M;25-34;programmer;94086
3266;F;25-34;college/grad student;95616
3706;M;25-34;programmer;46725
2713;M;25-34;executive/managerial;96811
1309;M;25-34;sales/marketing;76051
5256;M;25-34;self-employed;30269
3057;F;25-34;programmer;55438
2986;M;25-34;college/grad student;24060
3984;M;25-34;executive/managerial;75089
5588;F;25-34;writer;60640
734;M;25-34;executive/managerial;90078
3892;M;25-34;writer;91505
169;M;25-34;executive/managerial;55439
1693;M;25-34;programmer;98684
1304;M;25-34;sales/marketing;97203
3414;M;25-34;technician/engineer;75146
5512;F;25-34;technician/engineer;1701
2501;M;25-34;scientist;37923
3554;M;25-34;scientist;15203
6036;F;25-34;scientist;32603
723;M;25-34;programmer;98027
4825;M;25-34;technician/engineer;94602
799;F;25-34;customer service;98498
1835;M;25-34;unemployed;11501
4417;M;25-34;scientist;2135
1930;M;25-34;scientist;94550
2718;F;25-34;college/grad student;96817
5232;M;25-34;college/grad student;14607
1777;M;25-34;writer;17022
1344;F;25-34;homemaker;43420
3597;M;25-34;technician/engineer;55446
1079;M;25-34;executive/managerial;98115
508;M;25-34;programmer;55418
5217;M;25-34;technician/engineer;1060
1553;F;25-34;scientist;64116
5134;M;25-34;technician/engineer;95014
5859;M;25-34;executive/managerial;89117
2036;F;25-34;sales/marketing;90046
3880;M;25-34;executive/managerial;54942
4126;M;25-34;technician/engineer;53188
4656;M;25-34;technician/engineer;94041
2852;M;25-34;programmer;98037
3493;M;25-34;technician/engineer;61350
5963;M;25-34;scientist;2140
937;M;25-34;scientist;60513
3820;M;25-34;technician/engineer;90804
2012;M;25-34;college/grad student;49456
413;M;25-34;lawyer;55409
5222;M;25-34;programmer;94501
2523;M;25-34;technician/engineer;49423
2344;M;25-34;programmer;2139
87;M;25-34;sales/marketing;48360
6013;F;25-34;writer;32301
4988;M;25-34;technician/engineer;55105
3612;M;25-34;sales/marketing;29609
3315;M;25-34;programmer;78731
5034;F;25-34;scientist;62901
2764;M;25-34;executive/managerial;91403
3599;M;25-34;self-employed;97378
3821;M;25-34;writer;44313
3176;M;25-34;technician/engineer;95129
1902;M;25-34;unemployed;93536
669;M;25-34;technician/engineer;30307
3357;M;25-34;tradesman/craftsman;64055
3339;M;25-34;technician/engineer;44118
4210;M;25-34;technician/engineer;85710
112;M;25-34;self-employed;97209
24;F;25-34;executive/managerial;10023
3583;F;25-34;homemaker;41075
3946;F;25-34;programmer;22207
4528;M;25-34;sales/marketing;27605
4106;M;25-34;self-employed;95437
5474;M;25-34;programmer;20009
1729;M;25-34;executive/managerial;53715
767;M;25-34;programmer;45241
1333;M;25-34;technician/engineer;6460
2648;M;25-34;technician/engineer;27707
1494;M;25-34;technician/engineer;38104
690;M;25-34;programmer;90717
3519;F;25-34;sales/marketing;11215
2638;M;25-34;sales/marketing;6405
802;M;25-34;self-employed;22801
3651;M;25-34;sales/marketing;98103
3697;M;25-34;scientist;68516
1500;M;25-34;technician/engineer;98115
4091;M;25-34;technician/engineer;55410
2827;M;25-34;technician/engineer;94063
4952;F;25-34;sales/marketing;48067
4186;M;25-34;executive/managerial;33308
4501;M;25-34;technician/engineer;94118
1593;M;25-34;self-employed;78411
2066;F;25-34;doctor/health care;53202
2888;M;25-34;sales/marketing;55438
2776;M;25-34;sales/marketing;22205
1762;M;25-34;sales/marketing;75230
195;M;25-34;programmer;10458
4094;M;25-34;technician/engineer;49017
3615;M;25-34;technician/engineer;76028
4364;M;25-34;tradesman/craftsman;98001
1150;F;25-34;writer;75226
2769;M;25-34;executive/managerial;20170
2956;M;25-34;programmer;50265
790;M;25-34;technician/engineer;45694
4382;M;25-34;tradesman/craftsman;14620
3099;M;25-34;technician/engineer;20910
5154;M;25-34;self-employed;20007
4626;M;25-34;sales/marketing;97219
4732;M;25-34;sales/marketing;24450
4806;M;25-34;technician/engineer;90031
5532;M;25-34;technician/engineer;27408
5327;M;25-34;executive/managerial;55408
1169;M;25-34;writer;94402
4124;M;25-34;tradesman/craftsman;62330-1408
1281;M;25-34;unemployed;97209
261;M;25-34;writer;75801
3556;M;25-34;technician/engineer;3038
37;F;25-34;homemaker;66212
5438;M;25-34;sales/marketing;60048
964;M;25-34;executive/managerial;94123
3467;M;25-34;sales/marketing;55421
6034;M;25-34;sales/marketing;94117
5368;F;25-34;technician/engineer;20120
3544;F;25-34;college/grad student;92507
361;F;25-34;sales/marketing;94115
5181;M;25-34;executive/managerial;19003
206;M;25-34;technician/engineer;20194
5408;M;25-34;writer;11230-1710
2818;M;25-34;programmer;55106
4841;M;25-34;programmer;94114
20;M;25-34;sales/marketing;55113
2232;M;25-34;sales/marketing;60061
4011;M;25-34;technician/engineer;85210
812;M;25-34;doctor/health care;37930
616;M;25-34;executive/managerial;94115
623;M;25-34;technician/engineer;60555
2598;M;25-34;technician/engineer;20866
5972;F;25-34;writer;55428
4557;M;25-34;sales/marketing;2134
2568;M;25-34;technician/engineer;31311
3248;F;25-34;executive/managerial;94115
5685;M;25-34;technician/engineer;94117
2872;M;25-34;writer;94014
3905;M;25-34;technician/engineer;361069
5808;F;25-34;executive/managerial;37206
5;M;25-34;writer;55455
4449;M;25-34;programmer;27513
5426;M;25-34;sales/marketing;95821
5595;M;25-34;writer;90027
5773;M;25-34;doctor/health care;89123
3;M;25-34;scientist;55117
999;M;25-34;scientist;62558
4053;M;25-34;tradesman/craftsman;36264
3274;M;25-34;writer;2062
1256;M;25-34;writer;10002
3624;M;25-34;programmer;60068
3990;M;25-34;self-employed;17350
2796;M;25-34;sales/marketing;92104
1632;M;25-34;self-employed;94120
5376;M;25-34;technician/engineer;94538
1164;F;25-34;unemployed;90020
2296;F;25-34;doctor/health care;22923
2949;M;25-34;technician/engineer;98033
1966;M;25-34;writer;93637
3191;M;25-34;programmer;27707
3208;M;25-34;sales/marketing;30342
4254;M;25-34;technician/engineer;38654
4667;M;25-34;sales/marketing;94117
4892;M;25-34;programmer;55405
5862;F;25-34;homemaker;76120
212;M;25-34;self-employed;53714
2175;M;25-34;college/grad student;99217
3408;M;25-34;technician/engineer;14830
1898;M;25-34;programmer;91101
4096;M;25-34;scientist;60004
3135;M;25-34;scientist;12345
3395;M;25-34;executive/managerial;2134
3815;M;25-34;technician/engineer;53406
3652;M;25-34;programmer;94608
4260;M;25-34;self-employed;59079
1149;M;25-34;programmer;98103
4424;M;25-34;executive/managerial;94109
1829;M;25-34;self-employed;7302
2688;M;25-34;technician/engineer;54915
1217;M;25-34;programmer;94118
1892;M;25-34;writer;90066
5656;M;25-34;scientist;3755
1774;M;25-34;technician/engineer;99003
1069;M;25-34;writer;98105
801;F;25-34;writer;95776
2434;M;25-34;college/grad student;22901
2387;M;25-34;technician/engineer;32224
1073;F;25-34;doctor/health care;72211
674;M;25-34;technician/engineer;22042
3693;M;25-34;scientist;94062
4711;M;25-34;technician/engineer;32250
3103;M;25-34;writer;64112
5262;F;25-34;sales/marketing;46220
108;M;25-34;programmer;30316
4824;M;25-34;executive/managerial;55411
861;M;25-34;executive/managerial;37027
1584;M;25-34;unemployed;45701
5536;M;25-34;self-employed;67204
4120;M;25-34;self-employed;71118
1567;M;25-34;programmer;6511
5466;M;25-34;programmer;98033
5765;M;25-34;lawyer;44515
4615;M;25-34;technician/engineer;61615
3056;M;25-34;tradesman/craftsman;10309
2839;M;25-34;technician/engineer;10003
3413;F;25-34;technician/engineer;92084
5300;M;25-34;writer;94111
673;M;25-34;writer;10023
1177;F;25-34;technician/engineer;1453
402;M;25-34;lawyer;55427
3005;M;25-34;technician/engineer;94133
2180;M;25-34;programmer;27713-9225
115;M;25-34;technician/engineer;28083
4915;M;25-34;programmer;91423
1940;M;25-34;programmer;95158
4623;M;25-34;self-employed;22207
1646;M;25-34;writer;90046
5815;M;25-34;writer;90048
5468;M;25-34;programmer;94618
1144;M;25-34;executive/managerial;94025
5921;M;25-34;doctor/health care;15146
5681;F;25-34;executive/managerial;92122
2284;M;25-34;writer;90024
5179;M;25-34;programmer;94110
4659;F;25-34;sales/marketing;37076
3423;M;25-34;executive/managerial;84088
3153;F;25-34;college/grad student;73160
2871;F;25-34;sales/marketing;98110
2649;M;25-34;self-employed;80126
5817;M;25-34;technician/engineer;33028
1767;M;25-34;writer;75205
2415;M;25-34;executive/managerial;22407
5148;M;25-34;writer;98101
5038;M;25-34;writer;10010
4702;M;25-34;lawyer;13031
3713;F;25-34;executive/managerial;22201
3184;F;25-34;tradesman/craftsman;21214
5338;M;25-34;technician/engineer;27609
1520;M;25-34;technician/engineer;94506
61;M;25-34;technician/engineer;95122
2027;F;25-34;homemaker;48021
1173;F;25-34;executive/managerial;10019
3669;M;25-34;sales/marketing;60148
897;M;25-34;doctor/health care;92130
5789;M;25-34;technician/engineer;91107
5897;M;25-34;writer;2152
82;M;25-34;technician/engineer;48380
3468;M;25-34;writer;94546
1260;M;25-34;technician/engineer;28262
711;M;25-34;tradesman/craftsman;80521
5108;F;25-34;homemaker;93940
1303;M;25-34;unemployed;94111
144;M;25-34;technician/engineer;29401
1486;M;25-34;self-employed;90638
5027;F;25-34;sales/marketing;5345
2113;M;25-34;doctor/health care;4456
5888;M;25-34;writer;64114
4616;M;25-34;writer;11717
3452;M;25-34;sales/marketing;7702
4900;M;25-34;writer;33626
5786;M;25-34;doctor/health care;53211
4595;M;25-34;tradesman/craftsman;97034
2876;M;25-34;technician/engineer;2149
2102;M;25-34;lawyer;48825
3262;M;25-34;sales/marketing;55391
1480;M;25-34;writer;91367
1528;M;25-34;scientist;94903
4863;F;25-34;homemaker;84037
3447;M;25-34;programmer;94131
5987;M;25-34;self-employed;10003
448;M;25-34;technician/engineer;80123
1991;M;25-34;writer;48309
5499;F;25-34;unemployed;60201
198;M;25-34;programmer;55108
5828;M;25-34;technician/engineer;90048
4060;M;25-34;tradesman/craftsman;55412
5787;M;25-34;writer;90802
2158;M;25-34;programmer;60618
1680;M;25-34;writer;95380
359;M;25-34;technician/engineer;55128
3910;M;25-34;writer;91505
6030;M;25-34;technician/engineer;32618
5345;F;25-34;technician/engineer;80003
670;M;25-34;programmer;30303
1255;M;25-34;technician/engineer;94110
3893;M;25-34;doctor/health care;79401
132;M;25-34;technician/engineer;99709
808;M;25-34;executive/managerial;85226
3256;M;25-34;scientist;92111
1116;M;25-34;scientist;92121
5508;M;25-34;writer;94519
5462;M;25-34;technician/engineer;89103
1574;M;25-34;doctor/health care;81007
717;M;25-34;lawyer;90211
1523;M;25-34;technician/engineer;95209
1048;M;35-44;doctor/health care;75225
3809;M;35-44;doctor/health care;20650
2677;F;35-44;executive/managerial;66204
5358;M;35-44;executive/managerial;10625
5258;M;35-44;college/grad student;58369
5879;M;35-44;executive/managerial;2135
3025;F;35-44;other;90004
2115;M;35-44;technician/engineer;1519
4972;M;35-44;other;95118
3896;M;35-44;other;60914
4964;M;35-44;other;94110
2394;M;35-44;doctor/health care;37923
1548;M;35-44;academic/educator;53703
2770;M;35-44;academic/educator;14260
1359;M;35-44;academic/educator;10918
5804;F;35-44;executive/managerial;94306
317;M;35-44;executive/managerial;38555
4953;M;35-44;programmer;55082
3701;M;35-44;academic/educator;92614
5833;F;35-44;other;78253
5406;F;35-44;other;49504
98;F;35-44;executive/managerial;33547
2068;F;35-44;programmer;43528
611;M;35-44;other;20715
3846;M;35-44;other;33884
5794;M;35-44;technician/engineer;53703
2647;F;35-44;lawyer;15116
5068;M;35-44;executive/managerial;19004
4870;F;35-44;clerical/admin;4108
4865;F;35-44;sales/marketing;2130
3007;M;35-44;other;33174
4794;F;35-44;other;46142
4721;M;35-44;lawyer;95405
364;F;35-44;academic/educator;46815
2720;M;35-44;other;20795
2834;M;35-44;academic/educator;33304
1158;F;35-44;academic/educator;98026
5226;M;35-44;other;98122
3849;M;35-44;other;14086
3082;F;35-44;doctor/health care;45459
547;M;35-44;programmer;76109
4473;M;35-44;academic/educator;94121
2962;M;35-44;clerical/admin;94109
3356;M;35-44;executive/managerial;95031
4425;M;35-44;executive/managerial;98607
1055;M;35-44;other;91505
4331;M;35-44;doctor/health care;45011
4868;M;35-44;technician/engineer;3820
4063;F;35-44;academic/educator;29070
379;F;35-44;academic/educator;54822
3105;M;35-44;programmer;98166
4453;M;35-44;other;95667
1185;F;35-44;academic/educator;97374
4221;M;35-44;college/grad student;53818
4951;F;35-44;technician/engineer;90291
3275;M;35-44;executive/managerial;10028
5575;M;35-44;executive/managerial;19808
3549;F;35-44;executive/managerial;60137
958;M;35-44;artist;48116
2575;M;35-44;executive/managerial;76248
4108;M;35-44;technician/engineer;77536
3660;M;35-44;executive/managerial;15137
100;M;35-44;technician/engineer;95401
3064;M;35-44;technician/engineer;90026
277;F;35-44;academic/educator;98126
1181;M;35-44;executive/managerial;20716
3216;M;35-44;academic/educator;54481
2868;M;35-44;programmer;94025
4530;F;35-44;academic/educator;92103
2455;M;35-44;executive/managerial;48197
2443;F;35-44;other;49464
5596;M;35-44;programmer;22201
2340;M;35-44;artist;48104
4291;M;35-44;sales/marketing;98125
4206;F;35-44;academic/educator;22947
1511;M;35-44;programmer;8902
5708;M;35-44;academic/educator;90034
1242;F;35-44;other;10014
2695;M;35-44;lawyer;46033
4285;M;35-44;other;62704
3352;M;35-44;other;30533
2616;M;35-44;executive/managerial;2657
2941;M;35-44;programmer;98033
5464;M;35-44;executive/managerial;77079
2945;F;35-44;technician/engineer;89507
4280;M;35-44;technician/engineer;27587
2670;M;35-44;doctor/health care;94598
3286;F;35-44;executive/managerial;80013
5562;F;35-44;academic/educator;54650
3078;F;35-44;academic/educator;2155
5145;M;35-44;executive/managerial;77565-2332
3117;M;35-44;other;83704
3207;M;35-44;executive/managerial;60610
883;F;35-44;sales/marketing;92673
1101;M;35-44;academic/educator;6417
3532;F;35-44;sales/marketing;10028
1936;M;35-44;other;90026
800;F;35-44;programmer;72032
5472;M;35-44;academic/educator;27909
2731;M;35-44;executive/managerial;11050
5003;M;35-44;programmer;49508
2397;F;35-44;lawyer;43201
1053;M;35-44;other;18360
1996;M;35-44;other;85621
14;M;35-44;other;60126
3334;M;35-44;other;9142
833;M;35-44;executive/managerial;46825
5790;F;35-44;other;55303
397;M;35-44;technician/engineer;22124
1031;M;35-44;self-employed;19803
3526;M;35-44;artist;62263-3004
2337;M;35-44;technician/engineer;49424
1849;M;35-44;executive/managerial;11747
4048;F;35-44;academic/educator;89431
291;M;35-44;programmer;55110
5304;F;35-44;homemaker;55410
614;M;35-44;academic/educator;90024
2625;M;35-44;executive/managerial;61910
3553;M;35-44;self-employed;61600
1019;M;35-44;academic/educator;60640
3009;F;35-44;clerical/admin;55112
642;F;35-44;academic/educator;78155
208;M;35-44;technician/engineer;55432
1907;M;35-44;technician/engineer;94804
5342;F;35-44;executive/managerial;22039
6026;M;35-44;doctor/health care;11210
3401;M;35-44;executive/managerial;76109
2395;M;35-44;executive/managerial;8021
932;F;35-44;doctor/health care;97838
1838;M;35-44;executive/managerial;10011
2856;M;35-44;lawyer;22030
4125;M;35-44;artist;13676
1298;M;35-44;doctor/health care;33615
5674;M;35-44;executive/managerial;94306
140;F;35-44;academic/educator;55107
819;M;35-44;executive/managerial;60611
2161;F;35-44;artist;95521
4920;M;35-44;academic/educator;2144
5159;M;35-44;executive/managerial;37027
1606;F;35-44;clerical/admin;55405
5185;F;35-44;college/grad student;44485
3943;F;35-44;executive/managerial;98074
3817;M;35-44;clerical/admin;20122
935;M;35-44;sales/marketing;60538
944;M;35-44;other;91505
5602;M;35-44;other;97212
2807;F;35-44;lawyer;22043
5929;F;35-44;other;33607
647;M;35-44;programmer;85224
1286;M;35-44;technician/engineer;92630
3538;M;35-44;other;40504
5611;F;35-44;executive/managerial;4015
5479;M;35-44;academic/educator;50014
4813;F;35-44;homemaker;46077
5186;M;35-44;programmer;96555
4566;M;35-44;technician/engineer;19473
3300;M;35-44;customer service;19119
5039;F;35-44;college/grad student;97068
4599;F;35-44;other;4287
3323;M;35-44;sales/marketing;11784
3696;M;35-44;executive/managerial;19149
4246;F;35-44;executive/managerial;48034
4282;M;35-44;other;15801
1834;M;35-44;customer service;10990
1247;M;35-44;other;92649
5718;F;35-44;sales/marketing;38018
1089;M;35-44;doctor/health care;37853
5157;M;35-44;academic/educator;74012
1590;M;35-44;academic/educator;95003
285;F;35-44;other;94109
1295;F;35-44;doctor/health care;90036
2255;F;35-44;doctor/health care;44303
3591;M;35-44;doctor/health care;96158
2826;M;35-44;programmer;10011
892;M;35-44;other;76031
3496;M;35-44;customer service;92867
1328;M;35-44;sales/marketing;60657
7;M;35-44;academic/educator;6810
494;F;35-44;other;17870
919;F;35-44;academic/educator;92056
4602;M;35-44;executive/managerial;10021
4542;M;35-44;other;94610
3627;F;35-44;academic/educator;85287
255;M;35-44;other;85310
1276;M;35-44;technician/engineer;94041
707;M;35-44;executive/managerial;17740
4822;F;35-44;other;1545
1761;M;35-44;other;72058
1952;M;35-44;academic/educator;91030
4558;M;35-44;sales/marketing;48217
2209;M;35-44;executive/managerial;10011
4358;M;35-44;technician/engineer;4457
754;M;35-44;executive/managerial;38024
4474;M;35-44;executive/managerial;28805
1689;M;35-44;customer service;98465
4680;M;35-44;other;4473
1487;M;35-44;executive/managerial;7644
2347;M;35-44;academic/educator;48116
4639;M;35-44;lawyer;20895
5124;M;35-44;artist;20818
2583;M;35-44;executive/managerial;19610
4808;M;35-44;other;96707-1321
1941;M;35-44;technician/engineer;94550
2438;M;35-44;academic/educator;22903
3273;M;35-44;executive/managerial;11201
3272;M;35-44;other;8330
4149;M;35-44;academic/educator;32792
5673;F;35-44;academic/educator;55417
5782;F;35-44;other;55459
420;M;35-44;academic/educator;55406
2094;M;35-44;artist;60061
3436;M;35-44;other;98503
1781;F;35-44;other;8009
4354;M;35-44;sales/marketing;78611
5945;F;35-44;artist;35229
292;M;35-44;executive/managerial;19406
1993;M;35-44;technician/engineer;99508
1052;F;35-44;artist;75214
3867;M;35-44;clerical/admin;45215
4213;M;35-44;executive/managerial;63125
3528;M;35-44;customer service;41144
956;M;35-44;academic/educator;55104
456;M;35-44;other;55105
4267;M;35-44;executive/managerial;2171
5048;F;35-44;executive/managerial;30350
2286;M;35-44;technician/engineer;82604
5111;M;35-44;artist;78006
29;M;35-44;executive/managerial;33407
455;F;35-44;artist;55113
2462;M;35-44;academic/educator;44303
3410;M;35-44;academic/educator;20653
6017;F;35-44;executive/managerial;21117
1197;M;35-44;academic/educator;44077
2739;F;35-44;executive/managerial;92316
3347;F;35-44;executive/managerial;91362
1259;M;35-44;executive/managerial;2020010
4925;F;35-44;doctor/health care;55401
693;M;35-44;programmer;98103
4286;M;35-44;technician/engineer;11554
1162;F;35-44;other;97213
2802;M;35-44;writer;10036
2171;M;35-44;other;48103
2943;M;35-44;programmer;95864
3955;M;35-44;other;12831
2323;M;35-44;clerical/admin;13088
2728;M;35-44;programmer;27614
141;M;35-44;retired;62035
3914;M;35-44;college/grad student;84123
806;M;35-44;other;34990
2547;F;35-44;other;37920
3772;M;35-44;technician/engineer;6074
4367;M;35-44;other;52057
1335;M;35-44;other;14228
3758;F;35-44;customer service;2021
4903;M;35-44;programmer;95952
5054;M;35-44;artist;20818
5467;M;35-44;other;63366
2198;F;35-44;homemaker;46815
3743;F;35-44;executive/managerial;89128
2761;M;35-44;doctor/health care;80917
4669;M;35-44;executive/managerial;19004
3060;F;35-44;academic/educator;92705
1136;F;35-44;executive/managerial;90274
4827;M;35-44;other;13045
2877;M;35-44;academic/educator;80687
1072;F;35-44;executive/managerial;7601
3944;F;35-44;self-employed;80401
830;M;35-44;executive/managerial;60657
4482;F;35-44;academic/educator;94044
2448;M;35-44;doctor/health care;37932
713;M;35-44;executive/managerial;79912
1927;M;35-44;executive/managerial;94806
2664;M;35-44;executive/managerial;52402
155;M;35-44;programmer;7470
3217;F;35-44;other;92630
824;M;35-44;programmer;94530
2006;M;35-44;other;66048
3403;M;35-44;customer service;48342
4356;M;35-44;self-employed;85730
5112;M;35-44;retired;89128
3394;M;35-44;executive/managerial;90069
1813;F;35-44;doctor/health care;90035
1696;M;35-44;executive/managerial;95765
1942;M;35-44;customer service;4901
5104;M;35-44;writer;19108
1668;M;35-44;artist;95602
2018;M;35-44;self-employed;46214
1443;M;35-44;artist;98055
1039;F;35-44;academic/educator;2346
3038;F;35-44;artist;97401
850;M;35-44;other;60640
4099;M;35-44;technician/engineer;94954
1291;F;35-44;other;10011
2654;F;35-44;homemaker;48336
597;M;35-44;programmer;80206
2842;M;35-44;technician/engineer;30145
3664;F;35-44;academic/educator;94043
2672;M;35-44;executive/managerial;4096
3923;M;35-44;artist;92115
3247;M;35-44;scientist;92649
4080;M;35-44;academic/educator;48912
1222;M;35-44;other;52162
4805;M;35-44;academic/educator;45750
1021;M;35-44;other;94559
30;F;35-44;executive/managerial;19143
2177;F;35-44;writer;95451
4233;M;35-44;college/grad student;37917
415;F;35-44;other;55406
2965;F;35-44;college/grad student;48103
